paciente_endereco_coIbgeMunicipio
3
6
7
23
3
23
1
3
2
1
1
17
1
1
6
6
15
5
1
1
1
2
1
1
1
1
3
1
1
1
6
3
10
1
7
1
1
1
2
2
2
1
17
5
1
1
2
1
4
2
1
4
1
1
1
1
1
2
7
1
2
1
2
1
4
3
5
1
1
5
3
2
3
1
3
7
1
2
4
1
2
1
1
1
4
6
1
3
2
9
1
3
2
4
1
1
5
1
1
1
7
1
3
1
1
1
1
3
1
2
1
1
1
3
1
1
2
2
1
1
2
1
1
1
1
3
1
2
1
1
1
2
2
1
1
2
6
2
3
2
1
1
15
1
1
4
10
3
2
6
3
8
1
2
10
3
2
1
2
2
1
2
5
1
2
1
1
2
3
2
1
1
1
7
4
5
1
1
1
3
3
1
1
18
6
1
1
1
1
20
1
4
1
7
2
1
4
1
47
1
8
2
2
1
3
2
1
1
22
13
14
77
4
58
14
18
5
8
27
5
82
25
7
138
194
26
2
28
129
5
26
61
61
3
72
85
50
6
8
4
58
52
3
2
21
7
7
29
6
7
6
12
3
24
11
18
92
119
11
7
3
94
15
31
556
48
342
113
30
15
23
28
25
78
1883
144
21
7
17
22
195
119
37
58
118
93
9
2
16
67
379
8
127
6
28
42
8
15
4
1616
18
4
5
53
92
20
13
5
28
1
7
49
7
40
183
7
2
7
4
5
3
8
343
6
154
21
5
12
25
46
76
28
17
9
44
54
441
15
44
4
75
12
169
33
9
7
33
72
13
3
4
33
11
5
203
54
8
67
49
4
46
16
7
15
62
32
6
160
38
29
138
25
4
6
27
3
39
18
52
14
12
2
91
4
52
16
8
10
60
1377
11
9
32
12
19
37
51
18
14
212
347
122
17
20
17
21
242
6
25
4
45
34
10
17
47
12
7
3
15
23
28
5
14
1
3
37
1
65
12
8
189
12
8
24
20
1
11
82
1
19
16
106
59
3
71
18
14
371
180
7
416
6
11
35
24
24
9
19
80
8
100
18
128
62
5
35
963
17
26
7
2
21
14
13
11
4
11
107
42
69
9
42
24
3
9
2
3
33
26
6
42
28
45
10
5
14
7
2
25
136
63
10
10
29
24
3
39
13
48
18
35
36
48
2
12
26
4
21
16
1
20
25
47
78
4
27
9
164
22
8
16
22
17
10
11
184
99
112
22
25
7
15
3
115
4
7
2
20
90
64
281
5
21
25
12
31
35
138
29
10
86
283
40
15
6
16
13
42
60
144
140
34
155
8
15
4
22
4
4
17
6
1
7
3
1
2
7
2
4
1
9
10
2
1
3
5
1
18
1
3
1
1
3
4
5
6
1
3
6
3
21
1
3
49
2
1
1
1
1
65
3
6
1
4
1
2
5
12
4
1
1
1
1
1
3
3
1
1
4
5
1
13
1
2
1
1
1
2
1
13
3
9
3
1
4
2
3
2
1
2
1
3
2
1
11
1
2
1
1
1
3
2
4
1
1
1
4
1
6
1
1
2
1
5
1
5
2
1
1
5
1
1
1
1
1
1
1
3
1
1
1
1
2
1
1
1
1
5
1
1
1
1
1
2
1
2
1
1
1
1
2
13
1
1
1
1
2
1
2
1
1
1
2
6
1
1
1
1
2
1
4
1
2
2
1
1
1
1
3
6
1
1
2
4
1
1
2
1
1
5
5
1
4
1
1
2
5
1
1
3
6
1
4
3
35
1
1
1
1
2
45
6
16
43
4
14
6
22
10
22
14
129
46
10
16
89
16
40
24
2
25
27
21
4
2
22
20
2
1
1
7
7
6
6
5
7
11
37
141
10
4
1
22
8
10
190
48
459
129
14
19
7
23
24
15
752
41
10
3
9
13
34
126
11
111
60
1
10
68
104
6
53
2
3
46
1
1109
3
32
6
17
8
2
35
7
5
33
94
1
5
4
4
3
235
13
86
7
6
1
11
13
3
35
2
2
4
13
187
10
36
1
127
2
51
18
2
6
10
16
1
16
12
2
30
18
38
6
24
5
4
4
18
3
5
20
14
62
54
10
1
3
8
18
1
33
8
21
44
42
2
1
25
1
1337
10
7
5
28
57
60
13
134
151
75
7
37
5
6
189
2
3
30
24
27
16
110
3
5
12
8
7
2
23
11
3
4
256
9
12
3
10
5
2
103
10
24
92
32
31
7
3
16
216
114
14
120
3
6
31
6
2
13
49
2
21
11
62
66
5
474
76
7
17
5
6
42
3
6
39
52
1
5
10
5
9
12
7
26
26
59
7
36
13
1
5
2
6
21
71
67
9
6
36
4
2
18
5
8
75
3
12
4
8
11
7
12
28
57
4
27
59
4
4
29
4
4
2
7
2
167
53
149
10
24
33
10
43
7
4
21
20
10
233
31
16
8
27
11
7
17
32
55
14
14
2
7
4
32
13
102
105
2
8
51
9
18
3
3
4
12
3
1
1
7
4
4
1
4
1
9
3
1
1
3
3
2
4
16
3
18
1
49
5
3
3
1
1
2
4
1
1
5
4
3
1
1
1
1
1
9
1
2
1
2
2
2
1
1
1
1
1
1
1
1
3
2
2
1
1
1
1
1
1
1
1
1
1
1
4
1
1
1
2
1
5
3
1
1
1
13
1
3
1
1
2
5
4
1
3
2
3
5
2
6
5
2
65
2
1
5
5
3
3
6
885
56
1
3
4
26
1
25
1
3
2
23
2
1
13
1
4
2
1
2
11
1
32
2
3
1
8
2
9
1
2
2
1
671
8
1
12
2
3
14
2
1
8
9
223
2
2
1
1
14
1
7
22
2
11
1
3
3
6
1
11
2
1
5
1
2
1
1
1
1
3
7
1
1
1
1
1
1
2
1
3
1
5
1
3
1
4
2
1
17
4
1
3
7
8
8
3
67
73
3
1
4
9
2
1
2
28
1
2
2
240
1
1
6
2
38
4
2
1
4
1
2
51
8
2
2
1
143
1
3
1
2
2
31
1
2
1
13
8
1
1
1
2
1
35
1
1
1
1
1
1
1
1
1
1
12
1
1
9
2
1
3
8
1
1
1
3
3
1
2
2
4
1
1
1
1
3
1
1
2
1
1
1
1
3
1
1
1
1
2
1
2
1
8
4
1
1
1
3
1
2
1
1
1
1
1
1
1
1
1
1
3
20
1
1
1
2
6
1
1
1
4
1
4
3
2
2
1
1
1
1
6
1
3
2
1
1
6
1
1
1
1
1
14
1
1
2
1
2
15
3
1
4
1
1
1
7
3
2
1
2
6
38
3
1
1
2
1
2
1
2
1
5
5
15
74
15
36
46
10
35
56
9
71
7
14
13
373
216
11
24
147
1
64
129
74
26
6
54
60
18
11
12
18
9
1
18
40
6
36
24
29
20
10
2
38
31
44
31
60
21
26
7
25
72
47
172
107
2
1
23
9
378
128
14
24
9
20
61
8
34
13
177
23
18
19
25
12
14
87
24
5
7
39
10
1946
31
58
1
17
92
3
27
22
4
19
1
5
34
67
19
23
74
38
12
23
7
31
513
4
90
17
23
11
62
10
39
75
43
3
20
2
25
5
78
21
8
24
23
98
21
8
11
75
23
20
11
13
18
13
58
23
5
27
14
22
4
17
26
10
61
18
33
72
48
7
45
18
9
40
49
11
4
13
36
22
25
4
25
136
8
25
19
20
5
55
34
765
18
32
13
24
24
53
8
82
54
129
62
34
30
12
135
5
21
47
7
14
29
10
26
36
26
12
1
8
32
20
17
20
12
45
36
23
11
51
37
1
4
18
22
11
8
108
21
6
29
52
50
11
49
28
13
102
10
60
19
131
13
13
19
11
1
27
9
174
51
9
94
56
205
65
9
23
42
293
23
3
7
8
8
4
7
15
38
22
30
48
6
37
35
20
7
1
12
53
32
12
30
19
35
26
20
11
15
26
8
61
18
22
12
32
11
2
21
6
5
26
15
120
20
27
29
10
4
12
15
5
11
28
82
20
13
16
69
21
5
34
36
26
12
31
9
13
356
8
124
86
18
12
13
31
44
22
2
16
9
57
100
11
39
11
8
261
12
21
36
50
47
364
24
13
19
23
23
116
23
106
17
38
67
34
3
26
5
23
5
19
1
5
7
1
4
1
5
7
6
12
2
1
1
4
3
9
2
11
8
2
5
25
1
1
8
1
1
1
1
2
1
2
1
1
1
1
1
2
2
7
1
2
1
15
5
1
5
1
2
2
1
2
1
5
1
1
1
3
1
2
1
1
1
3
1
1
1
2
1
8
1
1
11
3
1
2
1
3
1
3
1
1
3
1
6
7
1
2
3
1
4
1
1
1
4
1
1
1
1
1
1
3
1
1
1
1
9
1
1
1
2
1
2
2
1
2
1
2
2
3
3
15
2
1
2
3
1
1
5
1
1
1
1
1
3
2
1
1
1
2
7
2
1
1
1
1
1
1
2
4
1
2
1
1
2
1
1
2
2
1
1
2
11
6
1
1
4
1
4
12
2
1
1
8
4
1
4
2
53
1
2
6
2
2
4
2
2
2
1
3
9
11
81
11
7
1
2
39
3
49
2
28
14
27
18
374
83
9
20
24
228
39
69
59
42
18
28
17
10
2
6
24
31
12
14
23
20
6
18
6
36
15
20
118
12
34
127
13
4
83
39
253
51
18
10
11
43
18
9
819
115
20
73
52
30
44
291
35
31
319
35
21
22
21
29
5
52
12
7
25
19
13
2357
19
13
11
39
24
16
9
4
22
5
17
7
71
11
22
9
6
11
24
22
269
2
290
13
11
11
40
4
171
3
10
6
2
29
473
13
40
21
26
9
75
1
8
37
34
6
17
17
15
94
17
3
39
30
11
25
15
4
167
1
7
126
39
20
97
8
8
24
2
40
10
10
21
4
89
7
90
9
4
12
116
827
17
4
14
38
65
27
41
33
3
41
35
135
2
85
3
14
6
361
17
6
48
17
4
26
38
9
26
4
7
22
30
50
21
9
9
19
42
1
63
6
26
159
58
17
22
43
10
44
7
11
60
54
67
8
66
28
29
58
13
50
7
258
11
10
24
11
9
28
124
10
31
36
195
54
14
20
38
518
12
51
4
9
13
10
11
18
10
45
107
24
70
53
54
10
17
17
1
41
44
16
49
22
42
12
11
17
33
4
137
11
11
11
6
1
23
24
4
11
32
18
1
34
26
9
26
39
1
8
16
157
34
6
9
6
19
5
7
33
14
39
12
3
22
14
203
11
82
16
1
2
6
17
14
45
9
23
3
20
49
31
20
86
15
6
4
41
144
67
83
36
37
22
275
26
9
31
9
49
67
93
91
1
24
11
22
26
12
9
19
2
2
7
6
3
5
2
7
1
7
4
5
3
16
1
2
1
1
2
2
3
5
1
11
5
22
7
9
2
1
1
1
2
1
2
33
1
1
1
3
2
10
2
1
1
1
1
3
1
2
3
7
1
3
2
1
1
1
7
4
9
1
4
2
1
3
1
2
11
2
2
1
4
1
4
3
5
13
2
2
3
1
5
1
4
3
1
1
1
4
2
1
7
13
2
7
1
1
1
10
3
3
1
4
1
1
1
1
1
1
1
1
3
2
1
1
6
9
1
1
1
3
2
1
2
1
1
2
5
1
1
1
1
1
3
1
7
1
1
7
1
1
2
2
1
1
2
1
1
1
1
1
1
2
1
1
17
3
1
3
5
1
3
1
1
3
4
1
1
1
1
1
5
1
1
2
1
2
4
5
1
1
4
1
1
1
6
1
1
1
1
2
1
1
2
1
6
3
34
1
2
1
1
2
1
23
4
146
11
57
18
12
15
6
6
18
31
138
170
9
2
22
260
11
53
38
27
32
4
9
11
36
25
2
15
9
5
8
7
1
2
1
12
2
18
20
4
300
6
41
150
2
100
28
103
30
3
8
49
3
19
13
208
54
20
24
4
35
77
16
1
5
394
15
4
34
57
84
11
86
2
27
114
2
2785
34
9
37
63
22
5
13
11
11
1
5
161
2
3
11
27
5
290
6
328
3
13
54
10
86
32
8
12
3
41
259
10
63
2
133
50
23
10
4
23
15
8
13
89
7
13
1
22
14
5
31
22
1
148
6
67
43
2
16
8
5
7
7
29
172
59
11
14
36
807
7
10
10
17
35
67
19
2
38
17
75
16
36
5
724
1
6
19
7
5
46
41
9
3
16
31
6
5
1
9
48
13
112
4
23
3
17
3
14
11
64
45
69
24
71
11
90
42
115
10
13
14
16
58
3
180
4
11
17
163
59
13
367
9
5
2
3
8
25
27
42
2
58
5
24
10
16
16
9
5
26
2
22
3
9
65
2
164
4
3
12
1
7
4
21
3
15
10
16
13
3
19
8
39
10
39
47
177
10
45
2
1
32
20
52
6
37
28
2
286
50
116
5
12
10
27
22
17
17
22
13
51
3
49
12
7
30
11
2
21
3
219
9
5
3
18
33
25
177
218
1
4
56
10
23
1
25
6
10
11
10
1
1
5
1
2
1
7
3
5
7
10
1
3
1
2
6
4
3
1
6
3
34
3
1
3
2
3
91
2
8
1
2
6
1
3
3
2
3
1
1
3
1
1
2
1
6
12
1
4
1
1
3
1
1
1
17
1
1
2
1
2
1
4
2
2
6
1
1
2
2
3
1
3
1
1
8
1
2
4
1
1
10
1
3
1
6
13
1
3
15
5
2
1
2
1
1
1
1
6
1
1
3
1
4
1
1
2
1
1
5
2
6
1
4
1
1
1
4
4
1
4
1
2
1
9
1
2
1
7
1
1
1
1
4
1
1
2
1
1
1
1
4
7
2
35
1
2
4
3
2
5
5
1
5
1
1
1
2
1
2
1
1
2
3
2
2
7
1
1
2
1
1
8
1
1
4
2
2
1
2
1
7
6
1
9
2
1
1
4
7
60
1
4
2
1
1
1
2
1
2
1
2
3
129
49
9
2
3
7
3
28
13
203
5
20
243
6
25
12
25
103
2
3
37
17
11
12
3
3
2
9
31
23
21
7
118
1
40
222
2
102
15
37
10
13
14
2
2
15
2
681
13
15
4
4
14
292
5
8
417
144
18
36
95
20
30
52
3382
16
4
19
23
7
9
1
36
9
2
4
29
163
2
4
18
387
13
159
21
1
58
12
15
255
13
50
7
68
16
25
10
60
7
21
4
2
24
11
1
13
9
5
38
6
7
47
1
2
1
4
9
10
80
26
12
81
916
1
15
45
20
10
10
41
12
33
25
3
9
695
2
4
9
24
39
86
23
5
4
1
7
6
72
4
65
19
5
15
2
25
37
102
25
18
2
18
52
78
323
9
10
12
202
7
26
271
10
7
260
28
60
4
9
8
3
95
1
121
18
22
4
15
2
5
8
23
13
2
15
1
2
35
7
19
8
13
3
2
7
12
9
5
1
13
5
7
11
2
2
16
15
66
69
16
25
5
10
10
10
282
8
41
20
4
17
195
20
1
10
4
47
13
24
12
3
19
9
3
14
13
96
4
3
12
2
2
46
56
595
45
15
6
18
13
2
17
2
1
6
13
1
2
1
3
3
1
18
7
2
23
2
10
2
1
3
7
8
28
7
2
2
2
2
3
2
20
4
4
3
3
2
1
1
3
2
1
1
2
1
2
2
5
1
12
1
2
1
1
1
16
6
2
1
1
1
3
1
2
2
1
2
1
1
8
2
2
2
1
1
4
2
1
1
1
1
12
2
3
2
1
1
9
12
1
1
1
4
8
1
1
4
1
3
4
1
1
1
1
2
1
1
4
1
1
1
2
2
1
7
1
1
1
1
4
1
1
6
1
1
1
2
1
1
1
1
2
3
1
2
2
1
28
1
1
4
3
1
1
1
4
1
6
1
2
1
1
1
1
1
6
5
1
3
1
2
3
2
6
1
1
1
6
3
1
1
1
5
1
2
1
1
1
12
3
1
1
10
2
3
2
2
5
3
2
5
63
1
1
1
2
1
4
204
12
5
24
2
1
2
2
8
30
16
122
4
6
200
1
7
60
6
22
93
6
28
19
2
1
9
2
4
2
1
10
1
46
6
4
69
8
14
127
157
31
187
17
20
9
17
29
18
440
6
9
2
2
16
29
44
448
15
9
18
122
15
10
1
22
3
3948
5
2
11
3
15
5
33
1
3
10
19
182
1
2
8
2
10
1
560
130
1
3
8
1
38
3
1
3
4
69
2
31
15
39
7
5
22
12
8
132
10
41
5
22
19
12
6
9
21
4
6
37
9
8
12
3
4
58
16
1
62
3
869
1
19
10
9
27
18
174
25
23
24
28
919
2
28
11
27
17
44
2
4
6
9
18
41
1
3
3
27
43
25
12
14
3
13
55
188
2
31
11
10
15
8
191
4
70
122
3
3
434
31
8
3
8
2
1
2
79
9
1
71
20
13
4
8
1
2
5
2
6
4
50
8
23
4
17
4
2
15
2
3
5
3
45
4
3
3
11
2
2
1
1
528
6
35
29
19
3
5
81
4
1
13
2
8
12
3
79
9
28
8
18
182
1
7
12
11
225
127
3
4
4
2
9
1
17
1
1
1
4
6
4
2
2
8
4
3
1
2
15
1
1
4
3
20
8
1
1
1
2
1
2
43
1
2
2
5
1
2
1
3
4
2
6
1
1
2
1
1
6
11
1
4
1
1
14
5
4
2
1
3
5
1
1
1
1
1
1
1
2
1
8
1
3
1
6
4
1
2
1
1
3
1
1
2
1
3
5
3
1
3
1
6
3
1
1
1
1
1
1
1
1
2
1
1
6
1
1
2
4
1
1
1
3
5
1
1
1
1
1
1
1
2
3
4
1
5
2
2
1
2
2
2
3
24
1
2
91
1
1
3
7
4
104
1
1
5
1
1
2
3
1
2
2
23
1
33
2
68
30
8
1
1
2
15
2
1
1
6
2
2
209
2088
2
112
2
11
113
1
6
8
3
2
1
18
1
19
1
4
3
1
6
1
1
10
2
2
435
1
3
8
5
15
1
1
13
629
1
1
1
7
4
2
1
1
9
1
7
3
6
6
107
72
2
69
2
1
5
2
2
15
5
1
27
3
1
1
3
2
2
2
146
4
48
5
1
1
4
6
1
8
6
2
3
4
2
4
1
1
1
4
4
4
8
1
1
1
1
5
1
3
4
1
1
1
1
1
1
4
2
1
1
6
1
4
1
5
2
1
1
2
1
1
1
2
1
1
1
1
1
17
19
1
3
2
8
4
39
388
15
1
10
1
2
2
4
1
1
13
16
4
3
25
1
2
1
2
1
1
1
1
2
2
1
3
2
1
1
1
2
1
1
2
1
1
2
1
1
2
2
2
1
2
3
1
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
4
27
3
1
1
2
2
1
1
2
3
1
1
1
1
2
6
3
6
2
2
2
2
1
2
2
2
1
1
1
5
1
3
1
1
2
2
1
2
7
1
2
1
2
1
1
8
4
2
3
1
1
1
3
5
28
5
1
1
8
1
73
2
3
2
4
40
98
7
3
154
9
5
22
6
5
2
1
9
1
1
9
2
11
2
6
82
12
18
1
60
15
11
5
7
10
1
2
4
363
14
2
2
13
4
17
266
3
4
20
9
6
4
1948
4
8
3
2
10
1
1
31
101
2
235
9
135
3
28
3
19
3
18
15
15
16
1
3
1
13
12
49
1
4
2
36
2
15
7
104
31
21
7
1
2
19
76
10
1
6
4
1
519
4
28
29
1
21
47
21
6
21
378
15
1
3
10
5
1
18
1
3
10
35
1
2
3
10
1
1
4
14
11
18
2
146
72
15
9
2
2
146
2
10
94
20
570
18
1
4
5
5
17
2
2
1
3
1
2
1
4
29
5
170
1
1
8
10
4
8
5
1
33
2
14
1
1
106
4
29
9
3
50
8
4
14
47
10
2
5
2
5
78
2
7
2
180
6
12
1
4
2
3
1
4
1
1
1
1
2
2
10
4
1
2
1
1
2
3
1
1
1
1
1
1
2
5
2
1
2
4
1
4
4
1
1
1
3
1
1
2
1
3
1
1
1
1
1
1
3
3
1
1
1
3
1
1
2
1
1
1
2
1
1
1
1
6
1
1
3
1
1
1
1
2
1
1
2
3
18
1
1
1
4
1
1
4
2
1
1
2
1
4
1
1
1
5
1
6
2
1
1
3
7
2
2
1
1
2
9
3
2
5
1
4
1
4
2
4
33
6
1
2
1
1
84
1
5
4
3
2
6
9
2
32
21
120
148
8
20
5
3
1
7
7
1
2
2
1
44
1
19
61
13
7
16
165
6
2
1
1
5
16
5
215
37
4
1
76
3
3
3
2882
5
3
2
1
13
79
1
13
2
134
209
2
12
3
10
15
20
22
1
4
1
9
26
19
21
1
4
30
20
7
90
2
31
8
8
70
26
1
2
422
1
1
34
24
9
6
39
19
11
465
1
6
8
21
7
103
3
1
2
10
28
2
7
1
8
14
7
24
45
3
9
103
1
252
8
1
3
1
6
144
1
72
3
3
311
5
4
4
1
11
1
4
4
1
1
7
1
1
22
4
115
1
8
5
1
4
2
19
7
1
7
3
1
1
2
121
4
42
6
2
21
3
7
6
17
2
11
4
6
4
32
1
17
14
5
113
36
6
2
5
1
1
1
4
1
8
1
1
3
2
1
9
2
1
1
8
1
2
1
4
20
1
1
1
2
3
2
1
1
1
6
1
2
1
1
3
1
2
1
1
1
2
1
1
1
8
2
3
1
1
2
2
2
1
1
1
1
2
1
2
3
1
1
2
1
1
2
2
1
1
1
2
1
3
1
1
1
1
2
1
1
1
1
1
1
1
3
2
1
1
1
1
1
1
2
11
4
27
9
2
133
18
43
3
107
3
21
10
4
2
2
2
10
1
4
4
2
5
2
130
4
2
95
36
17
116
5
16
10
483
5
3
2
13
402
8
6
6
24
7
3
1
3910
1
1
1
2
5
50
1
2
1
15
1
189
2
82
5
46
4
19
13
18
10
10
5
2
6
4
4
12
13
2
2
9
4
3
12
4
2
12
26
4
2
2
2
1
60
1
8
2
2
113
5
48
22
26
37
8
1
60
11
1
528
1
7
3
16
3
8
28
3
4
2
1
10
11
2
7
2
2
2
3
9
16
33
1
16
63
13
1
10
2
2
1
4
105
1
1
39
4
190
11
6
1
8
2
1
40
6
2
1
1
3
1
13
49
7
13
1
1
14
4
3
19
2
19
4
79
2
22
7
30
72
1
27
4
2
1
1
307
1
1
1
3
4
107
4
3
3
1
5
1
2
2
1
2
1
1
3
5
1
1
8
2
6
1
1
1
1
14
2
2
1
2
1
1
1
2
2
1
2
1
1
3
2
3
2
1
2
1
6
1
6
1
4
4
1
1
3
4
1
1
1
5
2
1
1
1
2
1
4
1
3
1
1
2
1
2
1
6
1
4
1
1
1
1
1
1
2
2
1
12
4
1
2
2
2
3
1
1
2
4
1
1
1
3
3
1
2
2
1
22
1
1
1
7
29
3
5
4
1
1
7
95
6
8
79
13
10
13
2
1
6
1
4
1
48
2
14
95
8
6
11
3
229
3
7
4
2
5
1
200
15
9
3
8
3449
1
1
3
34
10
1
8
425
93
26
1
5
21
14
5
15
4
2
2
10
8
6
3
2
9
1
4
50
37
3
305
1
1
9
25
13
16
5
12
522
8
6
3
40
1
2
11
8
3
10
1
1
33
2
2
11
14
40
14
15
26
3
8
117
282
1
7
46
1
57
1
19
162
8
1
2
11
3
5
3
2
1
2
2
3
14
3
11
2
1
7
1
1
30
24
1
2
3
3
1
3
1
76
2
83
1
1
12
3
6
8
3
1
1
23
1
10
16
3
21
5
10
3
1
1
5
1
10
1
2
2
14
4
1
2
2
1
1
1
2
4
1
2
1
3
3
2
1
1
1
1
1
2
1
2
3
1
2
1
2
6
4
2
2
1
2
3
1
5
1
1
1
2
1
1
1
1
19
1
1
1
1
4
2
1
5
1
1
1
1
1
1
3
1
2
1
2
1
1
2
1
5
2
2
1
1
1
38
1
1
2
1
16
3
12
27
110
1
134
3
3
12
1
12
1
12
1
3
76
1
6
136
10
11
6
10
7
149
3
9
4
4
39
58
1
4
21
4
7
3476
5
3
13
15
72
8
2
5
550
175
3
3
17
2
5
2
36
4
9
2
8
13
9
4
1
8
3
2
1
3
1
59
18
12
282
4
1
10
38
10
12
15
4
10
494
3
17
1
2
2
50
1
9
11
8
1
11
20
3
8
3
168
186
6
9
1
51
10
106
3
65
3
22
1
3
1
3
16
1
5
1
2
3
1
1
4
26
2
1
15
1
3
5
2
142
44
83
4
1
7
1
2
5
2
7
6
7
2
1
3
9
1
1
2
1
10
1
1
1
2
2
1
1
1
1
1
1
1
1
8
1
1
6
2
2
1
1
1
1
1
2
1
10
1
1
1
1
3
1
1
1
1
1
2
1
1
1
4
4
1
1
2
2
12
1
1
18
3
2
16
3
1
1
18
1
2
38
7
176
5
7
2
1
49
1
3
897
10
4
207
5
16
1
1
8
1
534
8
3
1
4
226
2
1
5
1
98
1
21
21
9
2
1
9
1
3
27
1
2
21
1
2
2
2
1
3
1
1
1
1
7
3
1
1
1
1
2
5
1
1
2
1
1
1
1
1
1
1
2
1
2
1
2
3
2
1
1
3
1
1
3
1
1
1
2
3
1
1
1
1
1
1
3
1
1
8
1
8
1
1
1
2
2
2
1
1
1
2
1
3
3
3
1
2
19
1
5
46
4
10
16
3
5
129
14
2
1
122
4
3
63
4
8
2
3
8
4
30
1
1
28
31
5
6
6
1
9
217
4
23
124
16
4
30
39
19
12
2
1424
7
16
2
17
60
3
3
1
375
216
1
19
38
2
14
17
13
13
50
1
3
1
1
2
15
1
21
10
2
16
10
5
2
2
1
8
30
5
12
41
1
9
36
2
6
1
15
4
2
559
5
2
15
2
16
19
26
1
9
4
1
26
13
59
29
20
16
83
15
5
2
94
8
1
57
25
9
12
39
5
3
2
4
11
2
12
2
20
14
4
2
7
9
1
8
2
1
3
2
4
2
24
7
12
109
13
1
1
38
11
3
3
2
2
5
5
8
5
12
5
1
4
15
3
4
4
1
8
2
1
10
1
1
1
1
1
1
2
1
1
1
2
1
1
6
1
4
1
1
1
1
1
1
3
1
2
1
4
1
1
2
1
1
1
1
2
1
1
6
1
1
1
1
1
1
2
1
2
6
1
1
1
1
1
1
2
1
1
2
1
1
1
1
1
5
3
1
2
1
3
1
1
1
3
1
1
2
2
1
3
1
1
4
2
1
2
1
1
3
2
27
2
2
2
2
1
2
1
1
5
19
11
97
1
1
9
26
27
26
8
56
6
139
109
3
121
46
15
48
22
11
34
11
18
12
12
20
1
8
15
4
25
9
28
17
43
6
8
9
23
10
10
16
6
137
12
9
14
10
24
35
827
171
13
2
14
8
33
4
24
1
150
44
3
5
36
108
7
22
1
10
22
9
982
3
1
2
26
19
12
10
16
9
13
5
19
34
19
20
31
10
7
21
19
22
382
119
7
38
1
5
1
14
31
16
23
20
14
9
53
20
14
17
2
19
11
3
67
22
16
14
11
3
25
30
160
2
19
1
59
16
58
11
20
47
9
26
12
15
1
12
5
8
59
10
18
3
41
19
207
32
2
20
13
8
9
27
12
128
78
43
1431
3
22
20
5
8
1
90
25
13
33
29
10
11
3
31
141
7
18
16
19
21
21
2
31
21
4
11
10
11
235
9
188
391
10
32
22
1
2
