code,vaccinated
352850,5
352880,11
352900,200
352940,124
353020,37
352400,21
330630,39
351380,84
351300,38
350080,7
350160,70
350190,12
350270,60
350280,66
350290,16
350320,51
350380,19
350410,44
350450,43
350540,61
350570,59
351340,10
350590,11
350740,3
350750,76
350925,80
350950,422
350960,32
350970,9
351000,50
351050,28
351060,84
351140,8
351150,38
351160,4
350600,177
410753,556
410410,592
410765,4643
411160,391
411180,4271
411190,1467
411200,2441
411210,3120
411220,851
411240,1171
411250,1641
411270,1349
411275,1248
411280,1193
411155,688
411295,856
411310,713
411320,4966
411325,338
410760,1842
411330,3281
411340,526
411342,556
411345,626
411350,2331
411360,501
411370,59838
411300,706
411150,4655
411140,1200
411130,456
411980,1836
411960,3237
411950,6479
411940,2419
411930,1502
411925,358
411920,850
411915,10374
411910,826
411900,794
411890,1436
411010,2351
411020,946
411030,369
411040,584
411050,1458
411060,1840
411070,6174
411080,1213
411090,453
411095,1535
411100,942
411110,726
411120,1337
411125,1519
411373,659
411990,30273
411375,742
411400,1518
411670,1565
411680,704
411690,4306
411700,964
411705,2273
411710,1650
411721,490
411722,911
411725,1117
411727,893
411730,2156
411660,344
411745,671
411760,3673
411770,3149
411780,1295
411790,3453
411810,1037
411820,11913
411840,10568
411845,508
411850,9113
411860,635
411870,663
411750,3753
411640,447
411630,565
411620,1392
411410,2043
411420,4359
411430,1552
411435,291
411440,2247
411450,2182
411460,5976
411470,751
411480,3928
411490,1125
411510,1166
411520,52086
411530,605
411535,802
411540,1777
411545,338
411560,2069
411570,2924
411573,375
411575,753
411580,3570
411585,662
411600,353
411605,1619
411610,1869
411390,1424
411880,1361
411995,3643
412010,445
410920,723
410930,1456
410940,14676
410950,869
410960,3513
410965,530
410910,322
410970,3851
410980,5440
410990,1184
411000,515
411005,295
411007,800
412000,1704
410975,405
410900,441
410895,733
410890,761
410773,516
410775,998
410780,834
410800,1074
410820,1236
410830,25146
410832,835
410840,9755
410845,387
410850,985
410855,510
410860,3572
410865,568
410870,648
410880,3330
412385,858
412382,515
411885,880
412350,2981
412200,1232
412215,1130
412217,386
412220,2340
412230,2773
412240,6564
412340,1369
412250,1164
412265,806
412270,812
412280,513
412290,715
412300,1408
412330,977
412260,906
412175,475
412190,1789
412080,2374
412015,358
412030,466
412035,760
412050,1545
412060,4637
412070,1235
412170,1805
412380,1639
412090,3241
412100,1251
412120,1686
412125,382
412135,324
412140,2174
412150,1517
412085,597
350900,14
350925,83
351000,51
351880,283
351905,8
354425,96
354580,44
354650,1
354660,10
354730,23
354850,146
354870,198
355240,81
355380,19
355710,18
410045,361
410100,1774
410280,1965
410300,564
410340,374
354050,3
351550,24
353920,30
353715,15
352050,140
352120,11
352210,36
352280,29
352310,30
352610,25
352640,7
352710,41
352720,17
352880,12
352990,13
353180,15
353530,50
353550,52
353650,36
353880,35
353790,6
350570,62
410725,849
431020,39
431033,5
431301,2
431340,47
431390,17
431410,120
431560,42
431640,8
431645,3
431690,101
431710,13
431800,12
431870,52
432150,7
432160,5
432250,13
432300,13
500060,41
500070,4
430960,19
430910,23
430905,2
430460,56
421800,46
421720,62
421610,23
421570,11
421550,15
421470,3
421460,2
421250,57
421210,13
500110,16
421200,34
420940,16
420920,1
420800,19
420780,8
420710,23
420665,5
420650,90
420480,47
421870,74
421190,101
500295,49
500430,49
500450,8
412310,571
412210,552
411890,1437
411860,637
410630,1945
411830,301
411670,1566
411630,567
411610,1871
412535,961
411560,2072
411470,752
411420,4362
411390,1426
411295,857
410975,407
410890,762
410754,605
410753,557
410730,1040
411550,604
410685,408
412570,3439
412640,908
500620,62
510263,33
510330,17
510515,33
510642,20
510680,5
510760,83
510787,24
510805,10
412580,1063
521150,9
410442,1327
420370,5
420230,34
420140,26
420130,34
420010,98
412880,832
412863,233
412850,2349
420460,109
350450,45
350590,12
350160,71
110143,4
110040,7
110034,10
350880,6
351650,4
352170,14
352390,36
352400,22
352460,32
352680,15
352840,20
352930,17
353030,7
354150,37
140023,2
354220,36
354880,39
355430,35
355700,29
410185,363
410220,606
410260,994
410752,323
410850,986
410865,569
411070,6175
411170,665
411375,744
411400,1521
411800,1524
354640,47
150080,50
150442,13
170550,4
350340,4
330430,7
330420,30
330040,15
320500,22
320120,17
320030,3
317020,105
317010,58
315960,8
314780,1
314510,5
314330,52
312230,18
311860,27
311710,5
310560,17
170930,9
211120,7
250070,5
250150,1
250320,8
260520,3
411980,1837
260805,1
290560,3
291060,2
291685,2
291920,17
292320,2
292340,3
261100,3
350290,18
412520,1142
420205,38
240810,77
260345,4
270470,3
290320,12
290630,8
291165,1
291360,24
292600,1
292800,1
310790,2
312120,2
312770,24
313340,2
313620,3
240325,27
313670,68
314520,9
314590,5
315120,1
315180,31
315210,6
315250,25
316580,2
320090,3
320490,10
320530,61
330240,14
330285,8
330390,44
330630,40
314480,6
231270,1
170825,2
150840,3
420260,3
520547,15
520110,35
510630,6
510560,16
510350,18
510140,19
500780,2
500570,80
500460,36
500330,24
431510,1
431405,7
431140,13
430920,24
430810,2
430755,4
150553,13
150360,11
130406,8
120045,7
110030,85
110011,30
420040,22
110001,26
521460,1
421420,8
421715,2
430040,13
430440,9
430610,28
350760,28
420600,17
420390,18
230440,374
412200,1353
412190,1793
412180,1171
412175,484
412170,1810
412150,1522
412140,2176
412120,1703
412110,553
412100,1254
412090,3245
412085,603
412215,1178
412080,2404
412060,4834
412050,1581
412040,585
412033,426
412020,332
412010,449
412000,1784
411995,3729
411990,30452
411965,359
411960,3240
411950,6892
412070,1239
412217,395
412220,2361
412230,2784
412550,19108
412545,485
412540,666
412530,864
412510,1154
412500,1590
412480,1155
412470,1451
412450,624
412440,1905
412410,4562
412405,2545
412402,984
412390,1886
412385,859
412382,516
412380,1641
412370,1116
412350,3047
412340,1432
412320,497
412290,717
412270,828
412265,808
412260,907
412250,1169
412240,6573
411940,2451
411930,1646
411920,851
411915,10450
411575,800
411570,2954
411545,362
411540,1780
411530,712
411520,52322
411510,1187
411490,1138
411480,3942
411460,6429
411450,2307
411440,2255
411430,1562
411410,2307
411370,63012
411350,2344
411345,628
411342,558
411330,3487
411320,5021
411300,741
411290,452
411280,1231
411270,1353
411250,1645
411230,584
411220,853
411580,3704
412555,323
411590,285
411620,1411
411910,902
411900,796
411880,1441
411870,787
411850,9351
411845,606
411840,10619
411820,11977
411810,1076
411790,3504
411780,1306
411770,3219
411760,4055
411750,3849
411745,683
411730,2180
411727,923
411725,1126
411722,976
411721,503
411710,1664
411705,2292
411700,983
411690,4323
411680,709
411660,385
411640,449
411605,1621
412560,3575
412575,623
412600,935
431990,25
431720,32
431660,6
431490,415
431270,10
431170,2
431130,12
431080,7
431060,9
430700,70
430640,2
430510,107
430310,18
430300,13
430060,12
421950,81
421940,3
421930,94
421830,56
421790,14
421690,148
421660,157
421635,3
421620,224
421580,210
421500,106
421360,692
432000,11
421280,122
432180,17
500100,6
231325,1
999999,169
530010,291
521890,2
521483,1
521180,3
520870,132
510840,81
510795,63
510790,186
510704,88
510682,6
510622,56
510510,39
510340,238
510040,4
500795,16
500740,10
500568,82
500540,18
500500,13
500470,34
500380,15
500375,30
500370,175
500320,10
500270,540
432190,15
411210,3123
421227,19
421130,79
412855,1217
412853,822
412840,1323
412820,6082
412810,13016
412800,2892
412796,1560
412788,285
412785,1073
412780,1109
412770,13954
412760,1610
412750,1647
412740,2212
412730,1871
412720,1945
412710,6464
412700,1136
412680,1350
412667,2021
412660,1763
412650,2168
412630,1387
412627,562
412625,6526
412620,680
412610,656
412860,1068
421220,27
412865,457
420200,544
421020,4
421010,358
420930,186
420910,1140
420900,86
420890,417
420845,638
420830,288
420820,256
420750,82
420590,68
420580,66
420570,21
420550,62
420540,607
420530,16
420430,85
420420,275
420380,185
420330,41
420320,96
420300,131
420290,118
420270,5
420245,94
420240,406
420210,85
412870,844
411200,2450
412300,1410
411180,4337
352250,39
352240,96
352230,50
352220,38
352215,12
352040,8
351970,31
351907,107
351860,8
351620,32
351500,36
351380,85
350990,23
350960,33
350950,433
350710,4
350700,16
350635,18
350610,19
350600,178
350540,62
350400,140
350390,17
350320,53
350280,67
350270,62
350010,33
352320,204
330620,8
352590,153
352740,17
355050,6
355040,13
355030,2677
354990,165
354890,86
354820,1
354800,5
354780,277
354520,42
354390,49
354340,203
354330,38
354260,130
354140,299
354100,55
353800,15
353620,38
353580,8
353490,8
353470,324
353440,167
353260,2
353110,17
353070,31
353060,82
352940,127
352900,205
352620,7
355100,59
330490,54
330350,44
261450,2
261160,94
260200,1
250750,78
250400,43
411190,1490
230110,1
211130,87
210135,1
172100,61
160030,82
150620,3
150240,17
150140,220
150050,3
140045,13
140010,82
130380,9
130260,290
120040,92
110120,5
110100,2
110028,44
110020,222
110012,82
110006,8
110002,110
270430,95
330455,1023
270630,4
291480,19
330330,114
330070,17
317180,3
316940,2
316870,10
316180,1
315150,7
315090,1
314810,24
314790,29
314600,3
314465,1
314015,1
313900,6
313320,2
312710,6
312670,1
312440,1
310620,217
310450,1
310170,2
293330,26
292740,151
292570,2
291955,34
291640,5
291560,3
280030,66
355220,269
240570,1
355280,77
410832,859
410830,25248
410820,1237
410800,1077
410790,786
410780,835
410775,1065
410770,672
410765,6151
410760,1883
410755,331
410750,1623
410720,3625
410715,910
410712,276
410710,757
410700,1047
410690,210582
410680,1471
410660,2508
410650,3311
410645,571
410640,7070
410620,1643
410610,420
410600,1003
410590,3043
410840,9774
410580,18735
410845,388
410860,3597
411160,392
355250,47
411155,839
411150,4748
411140,1531
411125,1603
411120,1364
411110,730
411095,1536
411090,458
411080,1216
411060,1847
411020,950
411010,2362
411007,839
411000,516
410990,1187
410980,5625
410970,3859
410965,539
410960,3563
410950,915
410940,14917
410930,1479
410920,733
410880,4224
410870,650
410855,511
410560,1236
411050,1464
410540,2936
410290,1437
410250,1778
410240,4008
410230,1584
410210,3444
410200,4569
410190,2150
410180,10972
410170,1509
410160,2042
410150,12723
410140,13381
410305,1166
410130,679
410110,2558
410080,1377
410050,2694
410040,5434
410030,964
410010,950
355670,24
355660,5
355650,22
410550,8472
355400,39
355450,17
410120,2245
410310,740
410020,755
410320,844
410510,1241
410520,1086
410315,581
410530,1430
410500,698
410490,6170
410470,1548
410465,1219
410460,1566
410450,2227
410445,1027
410440,1841
410430,10589
410425,1940
410480,36772
410410,661
410330,985
410420,8537
410350,1160
410360,2963
410380,835
410370,8823
410395,400
410400,3092
410405,419
410322,434
410390,1639
410345,1418
510025,55
510760,85
510790,191
510622,57
510840,82
520110,37
520870,133
999999,173
430400,2
500769,26
500370,176
431130,13
430350,5
421620,225
420820,259
420540,609
500570,82
420320,97
420360,44
420330,43
510340,239
500568,83
420830,293
432190,16
412710,6847
412750,1648
420290,119
412760,1614
412770,14336
412840,1326
420010,99
420130,35
420200,547
420210,87
500270,545
420245,95
420420,277
420845,645
420910,1145
420930,187
421190,102
421740,21
421950,82
430510,109
431410,121
431880,7
420300,132
420240,407
410870,652
412855,1219
410775,1066
410750,1624
410685,410
410640,7075
410620,1644
410550,8475
410510,1242
410430,10591
410405,420
410280,1967
410240,4009
410190,2152
410170,1510
410110,2559
410010,951
355430,36
355040,14
354980,113
353620,39
412667,2026
353470,325
410860,3598
411160,393
411190,1491
411210,3125
412810,13018
412780,1110
412740,2213
412620,681
412390,1888
412350,3049
412290,718
412190,1794
412110,554
411940,2453
412865,458
411845,607
411790,3505
411750,3850
411730,2183
411721,504
411560,2073
411450,2308
411430,1563
411345,630
411340,527
411330,3489
411820,11978
412650,2169
410250,1779
412470,1550
354075,3
354140,300
354780,278
355030,2690
355220,272
355280,79
355395,17
355500,38
410020,756
410040,5435
410050,2696
410080,1382
410140,13400
410150,13013
410180,10978
410200,4571
410350,1161
410370,10079
410380,837
410400,3121
410420,8540
353540,7
353110,18
352940,129
352900,207
353440,169
130040,1
130130,1
210005,7
240325,28
250400,47
291740,2
292360,2
310620,220
314330,55
410442,1328
330455,1026
350450,46
350460,6
350900,15
350950,434
351000,52
351340,11
351880,287
351907,108
352460,34
352710,42
350410,45
410480,37862
410570,1650
410580,18742
411610,1872
411840,10621
411910,903
411915,10453
411930,1719
411950,6896
411960,3249
411990,30457
411995,3734
412050,1583
411580,3705
412060,4845
412090,3246
412140,2177
412170,1811
412200,1354
412240,6581
412265,809
412310,572
412320,499
412402,987
412410,4564
412080,2405
412550,20291
411570,2958
411520,52331
410590,3046
410600,1004
410630,1948
410690,210712
410700,1054
410720,3627
410830,25251
410840,9775
410950,917
410960,3574
411530,713
410980,5631
411060,1848
411150,4749
411200,2451
411220,854
411280,1232
411325,339
411370,65976
411400,1522
411420,4363
411460,6432
411007,840
352320,205
110012,84
350600,179
410500,699
410712,277
410765,6152
410930,1480
410940,14921
411125,1604
411342,559
411375,745
411850,9352
412000,1785
412405,2546
410345,1419
412570,3440
412795,1076
412800,2893
421010,359
421415,4
430370,4
500635,51
500800,9
510270,3
530010,292
110030,86
351830,7
412600,937
410070,1157
412130,570
354870,202
350190,13
350290,19
354890,87
350050,6
320520,51
316910,3
315120,2
315090,2
312510,5
291490,2
290560,4
231090,3
313670,69
110033,6
354340,204
353730,16
150442,14
350580,18
330420,31
313130,30
350610,20
260610,1
230440,375
160030,83
291360,25
412470,1552
412610,657
412560,3581
412625,6527
412550,21996
412540,680
412535,971
412520,1153
412500,1594
412480,1156
412450,640
412170,1814
412410,4569
412400,614
412390,1889
412380,1642
412250,1170
412240,6601
412230,2822
412220,2371
412215,1179
412190,1796
412120,1709
412640,910
412440,1907
412650,2172
420650,91
412750,1660
420830,304
420670,28
412110,555
420600,18
420590,69
420580,68
420540,624
420520,3
420480,49
420425,4
420420,280
420360,46
412710,7224
420290,122
420240,409
420200,557
420125,6
412865,460
412860,1069
412850,2356
412820,6083
412810,13027
412800,2895
412780,1113
412770,14767
412760,1621
420245,97
412080,2411
411570,2978
412015,359
110033,7
110080,3
130260,295
140010,84
150130,11
150140,225
150420,24
210370,2
210990,5
220770,9
230440,385
240710,1
110030,89
250400,50
270430,101
291360,26
291800,8
292690,2
292740,154
310205,1
310620,224
313190,2
313240,24
314080,2
314390,7
316225,2
260070,3
110028,45
110020,228
110014,14
412000,1786
411995,3775
411990,30485
411980,1838
411960,3254
411950,6910
411930,1722
411915,10481
411900,797
411880,1549
411870,788
411850,9356
411820,12056
411790,3506
411770,3223
411760,4058
411745,685
411730,2186
411725,1127
411721,505
411690,4324
411620,1415
411600,354
420845,671
411520,52357
110004,64
110012,86
412060,4848
420890,424
500600,9
420930,190
353760,40
354130,28
354220,37
354330,39
354730,24
355280,80
355385,3
355480,6
355670,25
410030,965
410090,490
410185,364
353730,17
410240,4010
410775,1067
410870,653
411000,517
411050,1466
411295,858
411550,605
411610,1873
411722,977
411920,852
412065,581
412200,1355
412300,1411
410390,1640
412350,3050
353670,18
352710,43
110002,111
110009,5
140045,14
150503,19
150635,4
170190,1
170930,10
210080,2
230370,9
230540,5
311530,5
313420,9
352990,14
313657,1
314790,30
315090,3
315250,26
330200,5
330420,32
350520,7
350990,24
351820,12
351880,289
351970,32
352100,4
352430,8
313840,5
420910,1162
412620,682
412740,2214
510279,8
316230,2
500500,14
500460,37
500370,177
500270,549
432240,31
431550,3
431490,421
431440,126
431420,4
431340,48
510340,242
430460,59
430105,3
430100,2
421820,58
421660,162
421620,230
421580,212
421500,108
421360,695
421280,126
421130,80
421110,15
421010,367
430160,23
412680,1351
510410,20
510790,193
412840,1328
412855,1220
420300,133
420750,83
421050,32
421250,58
421400,9
421690,149
421930,95
430463,8
430535,4
430660,8
510704,89
430700,72
431560,43
432090,9
510792,108
510840,83
510895,9
520310,1
520870,134
521880,35
999999,178
530010,299
522140,4
520330,3
431020,41
316930,6
354880,43
317020,106
410920,735
410940,15072
410960,3596
410970,3862
410980,5647
410990,1192
411070,6185
411080,1218
411125,1689
411150,4755
411007,842
411190,1493
411200,2455
410880,4234
411210,3130
411270,1357
411320,5025
411330,3496
411345,632
411350,2346
411370,68849
411375,747
411390,1427
411420,4368
411460,6482
110013,22
130210,1
150350,2
411230,586
150803,6
410860,3601
410830,25270
410900,442
412600,938
412575,624
412405,2548
412402,988
412320,500
412150,1523
412140,2179
412085,604
411910,904
411890,1438
411840,10625
411800,1525
410840,9778
411727,925
411705,2293
411560,2074
411545,363
411480,3943
411430,1567
411280,1233
411250,1647
411155,841
410700,1056
410710,758
410760,1885
410765,6175
410820,1238
411720,878
160030,84
231180,2
240325,29
352590,156
352730,14
352860,7
353060,83
353080,17
353650,37
353740,8
353870,82
354120,12
354260,133
354425,97
354750,4
411490,1141
352160,5
355060,33
355700,32
410020,758
410347,555
410360,2964
410410,665
410442,1329
410450,2228
410490,6172
410520,1088
410590,3047
410657,475
410712,278
410720,3628
355380,20
352120,12
352050,141
351620,34
240810,80
251660,1
261160,97
290280,2
290320,14
290980,1
291920,18
310350,12
313410,1
313920,2
314560,1
315180,32
316255,1
316850,3
320130,17
330030,6
330070,18
330250,17
330390,46
330452,20
330490,55
350410,47
350450,47
350580,19
350760,29
350950,437
351040,15
351140,9
351530,1
412667,2027
412670,626
412660,1764
412830,340
353470,331
353530,51
353620,41
353800,16
354140,301
354170,13
354340,209
354780,281
354850,148
354870,208
354990,170
355030,2754
355100,60
353440,172
355220,278
355490,1
355500,39
355620,43
355710,19
355720,26
410040,5470
410050,2707
410070,1158
410080,1387
410105,423
410110,2564
412720,1946
410140,13414
355410,32
353070,32
352940,131
352900,210
320500,24
320530,64
330300,1
330330,118
330455,1039
330630,41
350160,73
350280,68
350320,57
350400,142
350540,63
350570,66
350600,185
350610,21
350710,5
350800,9
350925,86
351050,29
351060,87
351150,39
351300,39
351640,18
351840,21
352000,6
352180,17
352310,32
352320,210
352460,36
352530,31
410150,13107
410160,2184
410120,2253
410190,2154
410180,11016
510622,58
510025,57
500660,71
500430,50
500110,17
431900,7
431410,122
430720,5
430210,22
421870,75
421720,63
421510,5
510685,2
421350,39
421190,105
420900,87
420820,262
420810,53
420730,30
420570,23
420380,188
420320,98
420280,9
420210,89
420205,40
412862,364
412853,823
421340,21
510760,87
510625,8
510795,64
410200,4574
410210,3446
410230,1607
410250,1780
410280,1969
410310,742
410320,845
410330,986
410345,1423
410350,1162
410370,11542
510794,12
410420,9257
410425,1950
410400,3132
410445,1035
521523,1
410690,217246
410660,2656
410430,10603
410640,7084
410630,1950
410650,3313
410580,18784
410560,1237
410550,8480
410530,1432
410510,1244
410480,38572
410620,1648
316935,2
410345,1424
410420,9259
410700,1057
410790,787
410865,570
412710,7225
412060,4849
411450,2309
355720,27
410140,13418
410150,13151
410160,2293
410230,1614
410370,11549
410400,3133
410480,38579
410580,18932
410640,7085
410690,217257
411270,1358
411370,69598
411700,984
412200,1356
412550,21997
412650,2175
352600,18
350400,143
410250,1786
350600,186
510560,17
510340,243
412840,1329
291320,4
412788,286
412390,1890
412240,6602
412010,450
412000,1787
412810,13028
411960,3255
411930,1724
411915,10484
411520,52359
410980,5650
355030,2756
353440,173
352230,51
411990,30486
510615,13
510520,2
510279,9
510263,34
500830,58
500770,57
500460,38
431690,102
500270,552
500220,14
431570,4
431370,12
431270,11
510760,89
500370,178
510790,194
410330,989
510890,4
430790,9
410170,1513
410180,11043
410200,4587
410210,3452
410230,1625
410240,4012
410250,1794
410260,995
410270,414
410280,1977
410290,1444
410304,440
521880,36
520870,138
510840,84
430700,73
420240,411
421970,33
420200,562
412880,833
412863,241
412860,1071
412853,828
412850,2360
410160,2310
412840,1344
412810,13342
412800,2958
412796,1572
412795,1138
412788,301
412785,1075
412820,6102
420245,98
420300,135
420420,285
421750,10
421730,5
421360,697
421300,4
421190,106
420930,192
420910,1170
420890,426
420845,679
420830,308
420820,264
420790,33
420768,46
420590,73
420540,632
430460,60
410150,14281
354580,46
410130,681
330160,2
330330,119
330455,1044
350290,20
350410,49
350540,67
330045,20
350600,189
350950,440
351380,89
351860,9
351880,292
352000,7
352050,142
350760,30
317020,107
317010,59
314790,31
110004,67
110011,31
110018,31
110020,229
110028,46
120040,93
140010,85
171830,1
230440,386
250750,82
270770,6
291920,19
311050,4
311340,7
313130,31
352265,12
410140,13496
352320,211
352690,102
355100,61
355220,281
355430,38
355450,18
355700,33
410010,961
355030,2790
410020,864
410040,5621
410045,363
410050,2713
410080,1404
410100,1799
410120,2256
410030,969
354980,114
354780,285
354640,48
352710,44
352840,22
352850,6
352900,212
352930,18
353470,336
353550,53
353750,11
354000,13
354100,56
354260,135
354280,22
354340,210
354520,46
412780,1178
352530,32
410310,769
412770,14790
412750,1692
411095,1547
411080,1221
411070,6244
411060,1853
411050,1483
411020,956
411010,2366
410980,5686
410975,416
410970,3867
410960,3605
410950,924
410305,1170
410930,1668
410880,4244
410860,3605
410855,512
410850,1009
410845,389
411110,732
411120,1371
411125,1712
411150,4796
411460,6485
411450,2312
411440,2267
411430,1569
411390,1428
411375,750
411370,70840
411345,636
411330,3532
410840,9794
411320,5162
411280,1239
411275,1258
411270,1369
411250,1675
411240,1173
411230,588
411210,3134
411200,2464
411190,1505
411300,750
411470,755
410832,869
410820,1240
410490,6176
410480,38689
410470,1574
410465,1221
410460,1656
410450,2278
410442,1362
410440,1850
410430,10613
410425,2050
410420,9619
410410,686
410400,3191
410390,1648
410380,847
410370,11597
410360,2966
410350,1165
410345,1432
410500,708
410510,1248
410520,1186
410530,1433
410800,1088
410790,793
410775,1078
410765,6255
410760,1921
410750,1632
410725,856
410712,280
410700,1095
410830,25343
410690,218169
410660,2685
410650,3318
410640,7096
410630,1965
410620,1669
410600,1011
410580,19023
410560,1242
410540,2942
410680,1473
412760,1662
411480,3945
411510,1189
412470,1599
412410,4612
412405,2563
412400,618
412390,1892
412350,3058
412260,916
412250,1171
412240,6692
412230,2824
412220,2387
412215,1253
412210,555
412190,1800
412175,498
412170,1825
412140,2180
412130,571
412125,384
412480,1165
412500,1596
412510,1159
412535,978
412740,2232
412720,1953
412710,7270
412700,1137
412680,1383
412665,416
412660,1785
412650,2195
412640,912
412120,1803
412630,1397
412625,6538
412620,688
412600,940
412575,677
412570,3460
412560,3596
412550,22025
412545,486
412540,716
412627,575
411490,1143
412110,556
412090,3256
411745,695
411740,460
411730,2221
411727,927
411725,1138
411705,2314
411690,4332
411680,710
411670,1567
411640,465
411605,1622
411580,3793
411575,819
411573,383
411570,3024
411560,2081
411545,372
411535,804
411520,52431
411750,3859
411760,4114
411770,3233
411780,1307
412080,2417
412060,4983
412050,1586
412030,480
412000,1792
411995,4035
411990,30611
411980,1847
411965,360
412100,1259
411960,3276
411930,1874
411915,10503
411890,1440
411870,832
411860,646
411850,9416
411840,10687
411820,12061
411810,1118
411950,6924
410940,15182
411065,294
353460,31
311580,2
314310,18
314590,6
317070,22
330100,16
330490,56
330600,5
350130,20
350270,63
350280,70
350320,59
350925,88
350960,35
351050,30
310620,225
351480,18
352220,39
352250,40
352460,37
352590,157
352940,133
353080,18
353130,7
353440,174
353670,19
353730,18
353980,8
354140,302
354170,14
354330,40
351670,31
354530,10
251530,1
221100,67
411005,296
410870,654
410865,571
410340,375
410190,2156
530010,301
410110,2565
355500,40
355320,4
354460,3
354060,7
353870,83
353780,5
353620,42
240800,17
352670,12
351300,40
351080,3
350990,25
350900,16
350570,67
350550,25
320500,25
315780,10
315210,7
312510,6
171820,8
110009,7
110012,88
110030,90
352210,37
354890,88
354990,171
355240,83
412730,1872
412790,919
420040,23
420208,6
420290,124
420320,99
420580,69
420650,93
420750,85
420780,9
420900,88
421110,16
421130,81
421175,15
412667,2029
421250,59
421620,231
421660,164
430510,110
431440,127
431490,423
500190,18
500295,50
500570,83
500630,11
500769,27
510025,58
510345,1
510787,25
520970,2
421500,109
412520,1154
412440,1908
412382,519
410060,1477
410405,421
410550,8483
410590,3049
410645,572
410685,411
410720,3629
410752,324
410773,517
410780,839
410785,460
410895,734
410900,443
410965,540
411007,845
411040,587
411180,4339
412380,1644
412290,719
412270,831
412180,1172
412150,1524
411920,853
411140,1532
411885,882
411721,507
411700,985
411695,520
411620,1417
411590,286
411290,453
411790,3507
411342,560
410185,365
411720,879
411410,2308
150140,226
520960,1
510795,65
510340,244
500620,63
431800,13
421795,1
421780,11
510850,16
412865,461
412635,747
412610,658
412490,748
412340,1434
412200,1357
411900,798
420460,110
411880,1550
410765,6308
410760,1933
410750,1643
410725,865
410720,3645
410710,761
410680,1555
410690,219073
410670,536
410660,2695
410655,455
410773,518
410700,1127
410775,1079
410895,735
410800,1093
410820,1241
410830,25570
410840,9834
410860,3608
410880,4255
410890,765
410650,3325
410900,445
410930,1740
410940,15210
410950,926
410965,550
410780,840
410640,7122
410520,1297
410610,422
410320,849
410345,1439
410347,557
410350,1168
410360,2977
410370,11651
410380,848
410390,1660
410400,3226
410410,695
410420,10320
410425,2063
410430,10644
410440,1864
410620,1675
410442,1366
410465,1224
410470,1595
410480,38836
410490,6230
410500,709
410510,1250
410975,417
410540,2958
410550,8506
410560,1243
410570,1660
410580,19197
410590,3063
410600,1015
410450,2311
410980,5704
530010,304
411007,849
420820,267
420720,2
420550,63
420540,639
420420,287
412625,6912
412635,749
412650,2203
412660,1876
412680,1419
412710,7305
412720,1969
412730,1951
412750,1758
412760,1681
412770,14977
412780,1247
412788,315
412800,3011
420300,137
420290,127
420245,99
420240,414
412880,840
412865,464
412863,266
412850,2367
412820,6109
412810,13389
420890,432
420910,1178
421010,391
421500,111
411010,2388
411020,961
411050,1511
411060,1855
411070,6286
999999,182
520870,139
412620,691
510840,85
510805,11
510792,109
510560,18
510517,12
510480,11
410990,1202
510452,7
510279,10
500330,25
500295,51
500060,42
431862,3
431800,14
431490,425
431410,126
430820,6
430760,1
430640,3
421870,77
421725,1
421720,64
510340,246
412610,663
410960,3644
412580,1073
411470,764
411480,3962
411500,871
411520,52607
411530,716
411540,1782
411570,3034
411580,3834
411585,670
411605,1624
411610,1879
411640,482
411690,4334
411700,995
411705,2339
411710,1675
411721,510
411722,997
411727,930
411729,388
411730,2241
411745,748
411750,3871
411770,3242
411780,1400
411790,3512
411800,1527
411810,1125
411820,12084
411460,6503
411440,2272
411430,1585
411420,4379
411100,955
411120,1383
411125,1716
411130,457
411140,1542
411150,4806
411155,842
411160,394
411180,4375
411190,1511
411210,3152
411220,857
411230,595
411240,1179
411830,312
411270,1375
411280,1246
411295,860
411300,755
411320,5352
411325,349
411330,3557
411342,573
411345,682
411370,72907
411373,660
411375,751
411390,1435
411400,1523
411410,2408
411275,1269
412600,944
411840,10784
411860,649
412220,2407
412230,2878
412240,6758
412260,1029
412270,833
412320,503
412330,982
412340,1435
412350,3122
412380,1653
412400,627
412402,999
412405,2581
412410,4636
412430,298
412440,1914
412460,765
412470,1621
412480,1264
412490,750
412500,1607
412530,866
412535,980
412540,726
412550,22077
412560,3614
412570,3505
412575,706
410315,582
412215,1305
412210,556
412200,1369
412190,1804
411870,833
411880,1590
411885,892
411890,1441
411900,806
411915,10538
411920,856
411930,2026
411940,2528
411950,6953
411960,3278
411980,1859
411990,30811
411995,4113
411850,9464
412000,1804
412015,360
412020,345
412030,515
412060,5027
412070,1252
412080,2439
412085,615
412090,3263
412100,1267
412120,1865
412130,573
412150,1526
412170,1866
412180,1173
412010,455
410310,776
411450,2314
410304,442
351515,10
351535,31
352050,143
352180,18
352320,212
352530,33
352710,45
353610,3
353710,21
353790,7
353800,17
354640,49
355170,22
410405,422
410645,574
410810,401
410870,655
410910,323
411040,588
411260,155
411350,2348
411510,1190
412050,1587
412217,396
412510,1162
412627,576
412790,920
420430,86
421750,11
351000,53
421950,84
350750,77
330370,6
110143,5
110020,230
221100,68
210140,21
172100,62
160030,86
150815,5
150680,29
150140,227
140010,86
130260,298
130140,2
130090,1
110028,49
110012,89
110011,32
110002,112
110004,68
110030,91
110034,11
110060,2
230440,388
250740,5
250750,83
