paciente_endereco_coIbgeMunicipio
1
1
2
1
1
1
2
2
1
1
1
1
1
1
1
1
3
2
1
1
1
1
1
1
1
2
1
1
1
2
3
3
1
3
1
1
1
1
1
8
1
1
1
1
2
4
2
1
1
3
2
1
1
1
1
1
1
2
4
1
1
1
1
4
6
2
2
2
3
2
1
1
1
1
1
2
1
1
3
1
2
3
1
1
1
2
2
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
2
1
1
1
1
1
3
1
1
5
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
2
2
7
2
1
1
1
1
1
12
1
2
2
1
1
1
2
1
1
1
13
1
1
1
4
1
1
1
2
1
1
1
1
2
1
1
1
2
1
9
1
3
4
2
1
1
1
1
1
1
3
1
1
1
2
1
1
1
1
1
4
1
1
1
1
2
1
1
1
1
1
2
2
1
2
1
5
1
1
1
2
1
2
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
2
1
2
2
1
2
8
1
1
1
7
1
1
2
1
1
1
1
1
1
1
10
1
1
1
1
3
3
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
9
4
1
1
1
2
1
1
1
1
1
1
1
1
1
1
2
1
1
2
1
1
5
1
1
1
1
1
1
1
1
1
1
1
1
2
3
1
16
1
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
1
5
1
1
2
1
1
1
1
2
1
1
1
2
1
1
2
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
2
1
2
1
1
2
1
3
2
4
3
1
1
2
1
2
20
1
1
1
1
1
2
1
1
3
1
1
1
1
1
1
1
1
1
1
3
1
7
1
1
1
2
1
4
1
1
1
1
1
1
1
1
1
1
3
2
1
1
1
2
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
3
3
1
3
1
1
1
1
1
1
1
4
1
1
1
1
1
2
20
1
3
2
1
2
1
1
1
1
7
1
6
1
1
1
1
1
2
2
1
1
1
1
2
1
1
1
1
1
1
1
1
4
1
1
2
1
2
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
5
2
7
1
1
1
21
1
3
2
1
3
2
1
1
1
1
1
1
6
1
6
1
1
1
3
1
1
1
1
3
1
1
1
1
1
1
1
1
1
2
1
1
7
1
1
1
1
1
2
1
1
1
2
1
1
30
1
1
3
1
1
1
2
1
1
6
1
1
6
1
1
1
2
1
2
1
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
14
1
1
2
5
1
1
2
1
3
1
1
1
1
1
1
3
1
1
1
3
1
1
1
8
1
2
1
1
1
1
1
1
1
6
1
4
1
2
6
1
2
1
1
1
1
1
1
2
1
1
1
16
1
1
2
1
1
1
1
4
1
1
2
1
1
2
1
2
1
1
1
3
2
1
1
31
1
1
1
2
1
1
1
1
1
1
2
1
1
3
1
1
1
4
2
22
2
2
3
1
1
2
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
2
1
19
4
1
1
1
4
1
4
1
1
